time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-11-09T03:18:20.420Z,15.6702,-103.6516,10,4.5,mb,,235,4.58,0.95,us,us7000cca8,2020-11-09T03:50:54.040Z,"291 km SSW of Playa Azul, Mexico",earthquake,11.1,2,0.06,81,reviewed,us,us
2020-11-09T03:12:16.365Z,61.5443,-149.9398,31.7,2.1,ml,,,,0.93,ak,ak020efclvqa,2020-11-09T03:18:44.891Z,"2 km NNE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-09T03:04:59.940Z,19.3955001831055,-155.279830932617,1.36000001430511,2.1099999,md,13,90,,0.219999999,hv,hv72222767,2020-11-09T03:07:53.890Z,"7 km SW of Volcano, Hawaii",earthquake,0.39,0.430000007,1.42999995,10,automatic,hv,hv
2020-11-09T03:02:34.390Z,36.4833333,-81.1083333,1.48,-0.17,md,4,170,0.01205,0.03,se,se60314257,2020-11-09T14:00:47.470Z,"2 km SSE of Sparta, North Carolina",earthquake,0.37,0.82,0.114,4,reviewed,se,se
2020-11-09T02:59:47.040Z,36.4841667,-81.0735,2.85,1.62,md,6,180,0.01781,0.1,se,se60314252,2020-11-10T00:22:23.885Z,"4 km ESE of Sparta, North Carolina",earthquake,0.7,0.67,0.128,7,reviewed,se,se
2020-11-09T02:57:02.060Z,38.1338,-118.0067,11.1,1.2,ml,13,147.75,0.039,0.04,nn,nn00782345,2020-11-09T03:45:45.396Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-09T02:50:55.540Z,38.1668,-117.9453,7.7,1.1,ml,10,114.99,0.036,0.04,nn,nn00782342,2020-11-09T02:54:25.056Z,"Nevada",earthquake,,1.2,,,automatic,nn,nn
2020-11-09T02:35:04.595Z,65.8343,-147.7246,9.9,2.1,ml,,,,0.48,ak,ak020efc5cop,2020-11-09T02:46:10.843Z,"51 km NE of Livengood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-09T02:28:59.656Z,60.0734,-152.636,99.9,2.1,ml,,,,0.66,ak,ak020efc3yvo,2020-11-09T02:33:58.841Z,"52 km WNW of Happy Valley, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-09T02:13:48.550Z,38.8100014,-122.7904968,2.77,1.97,md,37,32,0.004269,0.05,nc,nc73479641,2020-11-09T03:35:05.081Z,"5km NW of The Geysers, CA",earthquake,0.19,0.33,0.26,10,automatic,nc,nc
2020-11-09T02:09:59.280Z,36.7431679,-121.4445038,8.57,1.18,md,10,109,0.02094,0.09,nc,nc73479636,2020-11-09T03:10:05.934Z,"10km SW of Ridgemark, CA",earthquake,0.55,0.52,0.16,7,automatic,nc,nc
2020-11-09T02:05:27.920Z,37.6475,-118.8993333,1.75,0.09,md,7,125,0.003681,0.03,nc,nc73479631,2020-11-09T18:15:06.918Z,"7km E of Mammoth Lakes, CA",earthquake,0.53,0.44,0.216,6,reviewed,nc,nc
2020-11-09T02:04:53.559Z,59.1329,-152.9883,66.3,2.5,ml,,,,0.63,ak,ak020efbyt9n,2020-11-09T02:46:16.997Z,"65 km WSW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-09T01:56:34.390Z,38.8163338,-122.7641678,1.85,0.34,md,8,163,0.01326,0.01,nc,nc73479626,2020-11-09T02:16:05.640Z,"4km W of Cobb, CA",earthquake,0.67,1.31,,1,automatic,nc,nc
2020-11-09T01:51:51.130Z,53.4073333333333,-168.1065,5.93,-0.65,ml,7,172,,0.28,av,av91011923,2020-11-10T18:50:41.280Z,"72 km NE of Nikolski, Alaska",earthquake,1.12,2.02,0.209927551449238,7,reviewed,av,av
2020-11-09T01:40:22.364Z,61.5111,-149.9993,23.2,2.8,ml,,,,0.8,ak,ak020efbl122,2020-11-09T17:10:57.128Z,"Southern Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-09T01:37:40.910Z,33.2668333,-116.2275,11.24,1.56,ml,60,57,0.0772,0.19,ci,ci39460503,2020-11-09T19:47:23.700Z,"14km E of Borrego Springs, CA",earthquake,0.18,0.32,0.101,21,reviewed,ci,ci
2020-11-09T01:36:34.515Z,61.5188,-149.7896,32.1,2.4,ml,,,,0.35,ak,ak020efbk73v,2020-11-09T01:50:03.076Z,"7 km NNW of Knik, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-09T01:25:32.280Z,38.828167,-122.8054962,1.82,2.39,md,10,76,0.005957,0.01,nc,nc73479611,2020-11-09T02:17:05.647Z,"7km NW of The Geysers, CA",earthquake,0.34,1.18,0.73,2,automatic,nc,nc
2020-11-09T01:07:03.330Z,33.0411667,-115.5786667,8.41,1.43,ml,33,48,0.003978,0.26,ci,ci39460487,2020-11-09T19:25:48.255Z,"4km E of Westmorland, CA",earthquake,0.25,0.48,0.203,15,reviewed,ci,ci
2020-11-09T01:06:02.870Z,37.4493333,-118.872,0.17,0.85,md,12,241,0.1445,0.08,nc,nc73479606,2020-11-09T17:24:04.592Z,"21km SW of Toms Place, CA",earthquake,0.68,1.76,0.166,10,reviewed,nc,nc
2020-11-09T01:05:01.998Z,63.5258,-147.5342,6.7,1.9,ml,,,,0.9,ak,ak020efbdhef,2020-11-09T01:08:57.581Z,"72 km ESE of McKinley Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-09T01:01:10.950Z,38.8258324,-122.8111649,1.53,1.16,md,23,38,0.002579,0.02,nc,nc73479601,2020-11-09T02:02:05.546Z,"7km NW of The Geysers, CA",earthquake,0.18,0.37,0.1,4,automatic,nc,nc
2020-11-09T00:54:57.580Z,38.1537,-117.8967,7.3,0.7,ml,10,86.02,0.017,0.09,nn,nn00782339,2020-11-09T01:37:10.792Z,"32 km SE of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-11-09T00:36:59.690Z,36.02,-117.815,2.06,0.95,ml,14,83,0.04066,0.12,ci,ci39460479,2020-11-09T18:29:47.009Z,"12km ESE of Coso Junction, CA",earthquake,0.16,0.21,0.033,5,reviewed,ci,ci
2020-11-09T00:33:37.160Z,46.9313333,-112.5103333,7.82,1.3,ml,11,122,0.103,0.23,mb,mb80473849,2020-11-09T16:41:46.390Z,"13 km ESE of Lincoln, Montana",earthquake,0.88,1.47,0.119,4,reviewed,mb,mb
2020-11-09T00:30:32.970Z,39.042,-113.7901667,7.94,1.4,md,11,198,0.5101,0.1,uu,uu60417647,2020-11-10T16:38:13.330Z,"28 km E of Baker, Nevada",earthquake,0.66,0.79,0.241,8,reviewed,uu,uu
2020-11-09T00:26:30.020Z,38.8241653,-122.7988358,2.67,0.48,md,18,56,0.008812,0.02,nc,nc73479596,2020-11-09T01:37:05.417Z,"6km NW of The Geysers, CA",earthquake,0.26,0.71,0.31,2,automatic,nc,nc
2020-11-09T00:01:51.876Z,64.9574,-147.3277,0,1.9,ml,,,,0.79,ak,ak020efaraqb,2020-11-09T16:41:29.358Z,"13 km E of Fox, Alaska",explosion,,0.4,,,automatic,ak,ak
2020-11-08T23:59:35.460Z,17.95,-66.7391,17,2.42,md,14,186,0.1423,0.16,pr,pr2020313018,2020-11-09T00:18:06.219Z,"5 km SSW of Tallaboa, Puerto Rico",earthquake,0.61,0.47,0.31,7,reviewed,pr,pr
2020-11-08T23:57:57.264Z,61.5304,-149.9087,35,2,ml,,,,0.77,ak,ak020ee18xpq,2020-11-09T00:04:50.116Z,"2 km ENE of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-08T23:53:10.370Z,33.813,-116.9873333,10.9,1.14,ml,35,44,0.01694,0.17,ci,ci39460463,2020-11-09T17:18:32.042Z,"4km NW of San Jacinto, CA",earthquake,0.21,0.46,0.166,21,reviewed,ci,ci
2020-11-08T23:53:10.290Z,33.8165,-116.987,12.1,1.14,ml,33,69,0.01802,0.17,ci,ci39460455,2020-11-09T17:27:45.515Z,"4km NW of San Jacinto, CA",earthquake,0.27,0.63,0.145,23,reviewed,ci,ci
2020-11-08T23:51:12.338Z,61.4355,-150.1145,32.4,1.9,ml,,,,1.09,ak,ak020ee17jxu,2020-11-08T23:55:58.813Z,"11 km NW of Point MacKenzie, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-08T23:13:38.550Z,39.4093,-120.16,11.4,1.5,ml,12,96.16,0.127,0.1,nn,nn00782334,2020-11-09T00:16:55.428Z,"9 km NNE of Truckee, California",earthquake,,2.3,,,automatic,nn,nn
2020-11-08T22:57:47.360Z,19.5916,-65.563,31,3.46,md,16,314,1.4774,0.35,pr,pr2020313017,2020-11-09T07:00:08.221Z,"132 km NNE of Suárez, Puerto Rico",earthquake,2.16,27.03,0.09,9,reviewed,pr,pr
2020-11-08T22:55:24.670Z,36.46466667,-98.7555,8.85,1.66,ml,24,94,0.01709664506,0.08,ok,ok2020vzui,2020-11-09T20:41:25.837Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.2,0.31,7,reviewed,ok,ok
2020-11-08T22:54:24.999Z,61.5251,-149.9347,46.4,1.5,ml,,,,0.72,ak,ak020ee0msh2,2020-11-08T23:02:02.663Z,"1 km ENE of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-11-08T22:28:47.470Z,38.7998352,-122.7740021,1.09,0.95,md,19,69,0.01274,0.04,nc,nc73479566,2020-11-08T22:44:04.483Z,"3km NNW of The Geysers, CA",earthquake,0.19,0.34,0.09,5,automatic,nc,nc
2020-11-08T22:26:38.140Z,34.0731667,-116.7633333,13.81,1.1,ml,29,159,0.1018,0.15,ci,ci39460431,2020-11-09T18:10:21.179Z,"17km W of Morongo Valley, CA",earthquake,0.25,0.51,0.125,14,reviewed,ci,ci
2020-11-08T22:08:59.950Z,49.4715,-120.576,-0.51,2,ml,6,233,0.6387,0.11,uw,uw61700366,2020-11-09T18:12:43.070Z,"4 km WNW of Princeton, Canada",explosion,1.74,31.61,0.295573485399176,4,reviewed,uw,uw
2020-11-08T21:49:23.400Z,36.6565018,-121.2776642,4.67,2.78,md,44,66,0.05087,0.12,nc,nc73479561,2020-11-09T15:49:59.807Z,"15km SSE of Tres Pinos, CA",earthquake,0.19,0.82,0.18,49,automatic,nc,nc
2020-11-08T21:44:20.091Z,27.8789,87.7996,45.8,4.1,mb,,164,3.439,0.61,us,us7000cc8m,2020-11-09T00:35:25.040Z,"79 km NW of Gyalshing, India",earthquake,12.7,17.4,0.213,6,reviewed,us,us
2020-11-08T21:19:55.018Z,31.8969,-103.4606,5.16,2.7,mb_lg,,23,0.209,0.31,us,us7000cc87,2020-11-08T23:39:54.040Z,"24 km NNE of Mentone, Texas",earthquake,1,3.8,0.106,37,reviewed,us,us
2020-11-08T21:14:33.430Z,33.8018333,-116.896,11.42,2.22,ml,100,22,0.06018,0.17,ci,ci39460399,2020-11-09T23:15:07.840Z,"6km N of Valle Vista, CA",earthquake,0.12,0.32,0.192,26,reviewed,ci,ci
2020-11-08T21:06:52.980Z,37.6356667,-119.419,4.99,1.86,md,11,162,0.2848,0.12,nc,nc73479556,2020-11-08T23:15:06.642Z,"18km SE of Yosemite Valley, CA",earthquake,0.8,31.61,0.172,10,reviewed,nc,nc
2020-11-08T21:03:39.030Z,19.2250003814697,-155.42333984375,30.7299995422363,2.18000007,md,40,146,,0.109999999,hv,hv72222547,2020-11-08T21:06:39.970Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.64,0.930000007,1.07000005,16,automatic,hv,hv
2020-11-08T21:01:53.669Z,-7.3964,128.075,148.15,4.4,mb,,97,3.247,0.92,us,us7000cc7z,2020-11-08T23:26:22.040Z,"171 km NE of Lospalos, Timor Leste",earthquake,9.7,13.8,0.179,9,reviewed,us,us
2020-11-08T21:00:57.370Z,38.786335,-122.7426682,1.94,0.75,md,10,84,0.005581,0.02,nc,nc73479551,2020-11-08T21:15:06.899Z,"2km NE of The Geysers, CA",earthquake,0.32,0.88,0.64,2,automatic,nc,nc
2020-11-08T20:58:02.870Z,44.2996667,-115.1453333,7.2,2.65,ml,13,81,0.907,0.23,mb,mb80473869,2020-11-09T19:10:29.390Z,"18 km WNW of Stanley, Idaho",earthquake,0.56,1.47,0.145,12,reviewed,mb,mb
2020-11-08T20:54:42.139Z,-2.2781,119.1123,57.19,4.3,mb,,112,2.791,0.9,us,us7000cc7w,2020-11-09T06:59:27.851Z,"51 km NNE of Mamuju, Indonesia",earthquake,7.5,10.9,0.169,10,reviewed,us,us
2020-11-08T20:53:01.190Z,17.963,-66.9445,7,2.69,md,13,196,0.0664,0.16,pr,pr2020313016,2020-11-08T21:21:30.748Z,"3 km WSW of Guánica, Puerto Rico",earthquake,0.49,0.25,0.3,9,reviewed,pr,pr
2020-11-08T20:51:58.040Z,52.0766666666667,-176.051333333333,8.65,-0.15,ml,4,249,,0.02,av,av91011918,2020-11-09T23:04:41.310Z,"45 km ENE of Adak, Alaska",earthquake,1,0.71,0.193011783118804,4,reviewed,av,av
2020-11-08T20:48:41.500Z,37.6351662,-119.4046631,13.56,2.67,md,22,117,0.2735,0.09,nc,nc73479546,2020-11-08T22:05:05.241Z,"19km SE of Yosemite Valley, CA",earthquake,0.46,1.36,0.22,18,automatic,nc,nc
2020-11-08T20:36:34.480Z,37.6388333,-119.403,10.07,2.5,md,27,61,0.2719,0.08,nc,nc73479541,2020-11-08T22:35:05.433Z,"19km SE of Yosemite Valley, CA",earthquake,0.34,1.81,0.172,25,reviewed,nc,nc
2020-11-08T20:07:25.900Z,33.2001667,-116.36,13.62,1.3,ml,44,65,0.08306,0.19,ci,ci39460391,2020-11-09T21:37:43.250Z,"6km SSE of Borrego Springs, CA",earthquake,0.26,0.59,0.159,21,reviewed,ci,ci
2020-11-08T20:06:48.691Z,61.5461,-149.8327,37.3,2.9,ml,,,,0.62,ak,ak020edz5onc,2020-11-09T20:09:31.326Z,"7 km ENE of Big Lake, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-11-08T20:03:19.850Z,38.8149986,-122.8078308,1.21,1.87,md,29,43,0.008565,0.03,nc,nc73479521,2020-11-08T20:44:04.703Z,"6km NW of The Geysers, CA",earthquake,0.15,0.28,0.25,10,automatic,nc,nc
2020-11-08T19:59:15.910Z,37.9737,-118.0053,7.1,1.1,ml,9,173.47,0.021,0.11,nn,nn00782322,2020-11-08T20:28:33.516Z,"34 km N of Dyer, Nevada",earthquake,,12.6,,,automatic,nn,nn
2020-11-08T19:58:45.434Z,61.5191,-149.9073,36.1,2.1,ml,,,,0.57,ak,ak020edyve3h,2020-11-09T04:01:10.473Z,"2 km E of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-11-08T19:50:15.656Z,37.0423,-117.9341,13.7,2,ml,7,81.92,0.237,0.1882,nn,nn00782318,2020-11-09T16:33:07.361Z,"34 km ESE of Big Pine, California",earthquake,,2,0.24,3,reviewed,nn,nn
2020-11-08T19:37:58.070Z,19.2371673583984,-155.426162719727,31.2800006866455,2.33,ml,46,114,,0.129999995,hv,hv72222497,2020-11-08T21:13:22.040Z,"6 km NE of Pāhala, Hawaii",earthquake,0.59,0.75,0.85,8,automatic,hv,hv
2020-11-08T19:37:13.336Z,66.0426,-152.2051,9.8,2.9,ml,,,,0.82,ak,ak020edyqtlo,2020-11-08T21:11:06.040Z,"59 km SSE of New Allakaket, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-08T19:33:45.900Z,35.872,-117.6845,6.39,1.26,ml,17,82,0.08065,0.1,ci,ci39460375,2020-11-09T17:36:58.976Z,"21km ESE of Little Lake, CA",earthquake,0.19,0.5,0.158,16,reviewed,ci,ci
2020-11-08T19:32:22.397Z,-6.6075,127.1651,413.72,4.2,mb,,66,4.243,0.29,us,us7000cc73,2020-11-08T21:05:42.040Z,"212 km N of Lospalos, Timor Leste",earthquake,13,11.5,0.159,11,reviewed,us,us
2020-11-08T19:18:50.073Z,37.5914,-104.8095,5,2.8,mb_lg,,92,0.469,0.23,us,us7000cc6x,2020-11-10T03:43:23.272Z,"4 km SW of Walsenburg, Colorado",earthquake,1.5,6.7,0.104,36,reviewed,us,us
2020-11-08T19:18:36.704Z,63.3413,-145.0474,2.6,2.2,ml,,,,0.78,ak,ak020edymswg,2020-11-08T19:41:15.857Z,"39 km SSW of Dry Creek, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-08T19:11:47.150Z,38.5611667,-112.7028333,6.63,0.72,md,5,187,0.1237,0.06,uu,uu60417637,2020-11-10T17:22:27.240Z,"32 km N of Beaver, Utah",earthquake,1.82,1.09,0.543,3,reviewed,uu,uu
2020-11-08T19:07:47.600Z,19.1771659851074,-155.434005737305,8.61999988555908,1.71000004,md,24,177,,0.370000005,hv,hv72222482,2020-11-08T19:10:51.360Z,"5 km ESE of Pāhala, Hawaii",earthquake,1.1,2.03999996,0.49000001,5,automatic,hv,hv
2020-11-08T18:55:02.340Z,34.0271667,-117.2343333,16.6,1.28,ml,50,47,0.08782,0.17,ci,ci39460359,2020-11-09T16:47:13.260Z,"3km SE of Loma Linda, CA",earthquake,0.2,0.36,0.178,25,reviewed,ci,ci
2020-11-08T18:44:15.640Z,38.1363335,-122.2519989,7.33,2.37,md,6,183,0.7497,0.06,nc,nc73479501,2020-11-08T19:03:07.112Z,"3km NNW of Vallejo, CA",earthquake,8.12,8.75,,1,automatic,nc,nc
2020-11-08T18:37:32.620Z,38.2988,-117.7065,10.1,1,ml,10,237.1,0.042,0.06,nn,nn00782315,2020-11-08T19:17:52.836Z,"36 km ESE of Mina, Nevada",earthquake,,7.5,,,automatic,nn,nn
2020-11-08T18:23:27.030Z,38.339,-117.5937,1.2,0.7,ml,10,135.34,0.031,0.28,nn,nn00782314,2020-11-08T18:39:52.853Z,"43 km NW of Tonopah, Nevada",earthquake,,24.3,,,automatic,nn,nn
2020-11-08T18:19:10.601Z,62.7746,-143.0762,7.7,3,ml,,,,0.97,ak,ak020edy1iq1,2020-11-08T20:57:32.040Z,"38 km ESE of Mentasta Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-08T18:17:40.966Z,61.5271,-149.9106,36.2,2.1,ml,,,,0.6,ak,ak020edy15rq,2020-11-08T18:23:06.318Z,"2 km ENE of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-08T18:12:05.030Z,38.8424988,-122.8744965,2.06,0.74,md,12,84,0.01603,0.02,nc,nc73479496,2020-11-08T18:43:06.000Z,"12km NW of The Geysers, CA",earthquake,0.32,0.61,0.35,3,automatic,nc,nc
2020-11-08T18:09:47.970Z,38.1908,-117.733,7,1.4,ml,14,119.99,0.041,0.08,nn,nn00782312,2020-11-08T18:25:34.402Z,"39 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-11-08T17:59:11.869Z,63.4621,-151.1489,3.6,2.3,ml,,,,0.68,ak,ak020edxoo0k,2020-11-08T18:19:45.602Z,"29 km ESE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-08T17:53:32.983Z,63.0825,-151.49,13.2,1.7,ml,,,,0.51,ak,ak020edxnfci,2020-11-08T18:06:53.666Z,"52 km SSE of Denali National Park, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-08T17:50:50.332Z,64.66,-149.8038,17.7,1.4,ml,,,,1.1,ak,ak020edxmtjd,2020-11-08T18:01:22.619Z,"33 km W of Four Mile Road, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-11-08T17:41:32.300Z,46.1978333333333,-122.195666666667,0.45,0.25,ml,6,119,0.003867,0.12,uw,uw61700326,2020-11-08T18:56:45.740Z,"37 km NNE of Amboy, Washington",earthquake,1.05,0.55,0.098136712960075,3,reviewed,uw,uw
2020-11-08T17:37:19.860Z,38.2788,-117.7055,10.2,0.8,ml,9,239.38,0.043,0.05,nn,nn00782311,2020-11-08T18:10:52.418Z,"37 km ESE of Mina, Nevada",earthquake,,8.1,,,automatic,nn,nn
2020-11-08T17:31:09.560Z,54.0915,-165.703,15.79,0.39,ml,8,327,,0.07,av,av91011913,2020-11-09T22:59:00.220Z,"6 km SE of Akutan, Alaska",earthquake,0.91,0.72,0.316436212761152,8,reviewed,av,av
2020-11-08T17:30:54.638Z,61.5239,-149.9171,38.2,1.8,ml,,,,0.78,ak,ak020edxijjm,2020-11-08T17:37:09.365Z,"2 km E of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-08T17:14:56.640Z,17.8781,-66.9223,13,2.66,md,15,245,0.1061,0.14,pr,pr2020313015,2020-11-08T17:36:46.460Z,"10 km S of Guánica, Puerto Rico",earthquake,0.64,0.42,0.27,8,reviewed,pr,pr
2020-11-08T17:10:38.570Z,37.5521667,-118.8328333,3.93,0.88,md,7,159,0.03791,0.02,nc,nc73479481,2020-11-08T19:03:07.367Z,"14km W of Toms Place, CA",earthquake,0.89,0.98,0.211,7,reviewed,nc,nc
2020-11-08T17:07:19.710Z,38.1562,-117.8927,11.5,0.7,ml,17,106.44,0.02,0.09,nn,nn00782308,2020-11-08T17:34:13.941Z,"32 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-08T17:06:45.095Z,59.7447,-153.1079,101.2,1.7,ml,,,,0.36,ak,ak020edxddml,2020-11-08T17:10:05.509Z,"56 km E of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-11-08T17:04:10.545Z,69.5882,-144.232,0,2.1,ml,,,,0.87,ak,ak020edxcvld,2020-11-08T17:16:06.595Z,"65 km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-11-08T16:53:28.260Z,33.0626667,-115.5885,10.56,1.46,ml,21,51,0.02496,0.24,ci,ci37460269,2020-11-09T16:17:22.381Z,"4km NE of Westmorland, CA",earthquake,0.37,0.64,0.17,18,reviewed,ci,ci
2020-11-08T16:53:26.250Z,33.061,-115.5895,9.76,1.13,ml,23,46,0.02356,0.25,ci,ci39460335,2020-11-09T16:10:39.393Z,"4km NE of Westmorland, CA",earthquake,0.4,0.75,0.07,3,reviewed,ci,ci
2020-11-08T16:49:49.740Z,38.1835,-117.8215,9.7,1.7,ml,25,75.36,0.057,0.08,nn,nn00782304,2020-11-08T17:08:17.755Z,"34 km SE of Mina, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-11-08T16:40:43.510Z,37.7755,-121.9261667,10.26,0.98,md,18,101,0.09846,0.05,nc,nc73479476,2020-11-09T23:52:53.940Z,"5km E of San Ramon, CA",earthquake,0.27,0.46,0.27,13,reviewed,nc,nc
2020-11-08T16:40:08.200Z,35.918,-117.733,8.83,0.98,ml,12,62,0.07339,0.05,ci,ci39460327,2020-11-09T14:49:32.733Z,"16km E of Little Lake, CA",earthquake,0.18,0.45,0.104,9,reviewed,ci,ci
2020-11-08T16:37:28.436Z,-3.5093,135.4845,37.84,4.5,mb,,115,3.283,0.64,us,us7000cc5n,2020-11-08T17:42:28.040Z,"16 km S of Nabire, Indonesia",earthquake,11.5,7.1,0.124,19,reviewed,us,us
2020-11-08T16:35:43.270Z,38.8321648,-122.8171692,1.6,0.74,md,17,52,0.01036,0.02,nc,nc73479471,2020-11-08T16:37:18.746Z,"8km NW of The Geysers, CA",earthquake,0.21,0.51,0.15,2,automatic,nc,nc
2020-11-08T16:35:29.868Z,65.8292,-147.8552,1.5,1.5,ml,,,,0.6,ak,ak020edwy5in,2020-11-08T17:10:05.290Z,"46 km NE of Livengood, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-11-08T16:30:23.389Z,61.4242,-149.6803,31.3,2.6,ml,,,,0.73,ak,ak020edwx1g1,2020-11-09T00:58:29.315Z,"4 km SE of Knik, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-11-08T16:27:12.990Z,35.921,-117.6608333,3.73,0.8,ml,15,75,0.02815,0.09,ci,ci39460319,2020-11-09T17:09:20.388Z,"22km E of Little Lake, CA",earthquake,0.15,0.27,0.143,5,reviewed,ci,ci
2020-11-08T16:24:40.300Z,17.894,-66.8686,12,2.44,md,20,211,0.0818,0.22,pr,pr2020313014,2020-11-08T17:02:39.700Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.74,0.47,0.18,8,reviewed,pr,pr
2020-11-08T16:24:11.360Z,38.8123322,-122.8095016,1.37,0.61,md,11,58,0.01106,0.02,nc,nc73479466,2020-11-08T16:25:48.872Z,"6km NW of The Geysers, CA",earthquake,0.29,0.74,0.35,2,automatic,nc,nc
2020-11-08T16:16:49.240Z,17.8713,-66.864,11,2.65,md,18,230,0.1049,0.13,pr,pr2020313013,2020-11-08T16:36:59.726Z,"12 km SSE of Guánica, Puerto Rico",earthquake,0.51,0.39,0.15,15,reviewed,pr,pr
2020-11-08T16:05:21.340Z,38.6689987,-122.6324997,5.78,1.92,md,11,176,0.1402,0.22,nc,nc73479451,2020-11-08T16:36:05.226Z,"9km S of Middletown, CA",earthquake,2.73,9.02,1.12,2,automatic,nc,nc
2020-11-08T16:05:20.090Z,37.5566667,-118.8771667,4.28,0.5,md,9,284,0.05067,0.03,nc,nc73479456,2020-11-08T18:53:04.058Z,"13km SE of Mammoth Lakes, CA",earthquake,1.06,0.51,0.372,8,reviewed,nc,nc
2020-11-08T16:02:05.160Z,17.8983,-66.876,12,2.39,md,9,236,0.0769,0.07,pr,pr2020313012,2020-11-08T16:16:39.974Z,"8 km SSE of Guánica, Puerto Rico",earthquake,0.54,0.41,0.21,8,reviewed,pr,pr
2020-11-08T15:56:10.892Z,65.0679,-149.8774,11.7,1.8,ml,,,,1.1,ak,ak020edwh5lb,2020-11-08T16:33:09.934Z,"26 km WSW of Minto, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-11-08T15:50:12.150Z,37.2918333,-112.8555,20.11,1.49,ml,8,104,0.2245,0.1,uu,uu60417627,2020-11-10T16:55:56.200Z,"17 km NE of Springdale, Utah",earthquake,0.6,1.45,0.472,2,reviewed,uu,uu
2020-11-08T15:42:04.390Z,38.8333321,-122.8125,-0.73,0.53,md,10,92,0.0101,0.07,nc,nc73479436,2020-11-08T16:11:05.051Z,"8km W of Cobb, CA",earthquake,0.25,1.48,0.28,2,automatic,nc,nc
2020-11-08T15:35:32.329Z,36.52666667,-98.98816667,7.57,1.98,ml,29,136,0.04859046489,0.08,ok,ok2020vzfv,2020-11-09T20:25:22.475Z,"9 km NNE of Quinlan, Oklahoma",earthquake,,0.2,0.17,9,reviewed,ok,ok
2020-11-08T15:32:31.684Z,61.0967,-145.2913,27.4,2.1,ml,,,,0.71,ak,ak020edwc1zh,2020-11-08T15:36:22.809Z,"57 km E of Valdez, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-11-08T15:32:20.060Z,19.2115001678467,-155.412338256836,32.25,1.80999994,md,40,161,,0.119999997,hv,hv72222232,2020-11-08T15:35:43.450Z,"7 km E of Pāhala, Hawaii",earthquake,0.6,0.75999999,0.939999998,7,automatic,hv,hv
2020-11-08T15:27:54.904Z,63.1197,-151.331,0,1.7,ml,,,,0.61,ak,ak020edwb18c,2020-11-08T15:59:05.516Z,"50 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-11-08T15:22:12.560Z,19.2113342285156,-155.40983581543,31.7099990844727,2.21000004,md,42,162,,0.109999999,hv,hv72222222,2020-11-08T15:25:15.100Z,"7 km E of Pāhala, Hawaii",earthquake,0.66,0.75999999,0.99000001,28,automatic,hv,hv
2020-11-08T15:17:17.150Z,33.8321667,-116.4476667,4.12,0.32,ml,11,129,0.06712,0.07,ci,ci39460295,2020-11-09T16:00:06.607Z,"6km WNW of Thousand Palms, CA",earthquake,0.28,0.59,0.103,3,reviewed,ci,ci
